TransactionID,CustomerID,LocationNormalized,CustAccountBalance,TransactionAmount (INR),spend_balance_ratio
T914556,C4325628,VISAKHAPATNAM,0.5,400.0,800.0
T970525,C2023022,DELHI,2.5,2000.0,800.0
T763656,C1025557,TRICHUR,31.56,25200.0,798.4790874524715
T954292,C3931981,HOOGHLY,25.06,20000.0,798.0845969672786
T26435,C8129273,CHENNAI,0.94,750.0,797.872340425532
T1013740,C5222866,NOIDA,0.69,550.0,797.1014492753624
T417276,C5934016,NEW DELHI,2.06,1642.0,797.0873786407767
T46975,C2320571,GURGAON,1.15,916.0,796.5217391304349
T207383,C1411990,PUNE,0.98,780.0,795.9183673469388
T192181,C1513450,BANGALORE,0.72,573.0,795.8333333333334
T323037,C5890974,CHENNAI,1.42,1130.0,795.774647887324
T673068,C5923364,BANGALORE,67.89,54000.0,795.4043305346885
T163718,C6317518,GURGAON,71.82,57110.0,795.1824004455584
T437830,C2734732,KRISHNAGIRI,25.16,20000.0,794.912559618442
T174211,C1611174,PANIPAT,5.0,3970.0,794.0
T534053,C3912142,NORTH 24 PARGANAS,0.44,349.0,793.1818181818181
T687815,C7724178,KARNAL,0.36,285.0,791.6666666666667
T307164,C7311937,PUNE,0.98,774.0,789.795918367347
T109945,C7438390,NEW DELHI,0.89,700.0,786.5168539325842
T905230,C8124578,KOLKATA,21.7,17000.0,783.4101382488479
T778341,C5712171,MUMBAI,19.15,15000.0,783.289817232376
T826753,C6611939,KANDIVALI (W) MUMBAI,12.77,10000.0,783.0853563038371
T540537,C6824661,GORAKHPUR,20.2,15804.82,782.4168316831683
T71068,C6660079,MUMBAI,0.34,266.0,782.3529411764705
T288846,C5191365,HOWRAH,26.85,21000.0,782.1229050279329
T723485,C1223153,BANGALORE,0.78,610.0,782.051282051282
T49318,C6720849,SOUTH KONANAKE BANGALORE,0.32,250.0,781.25
T239822,C8112488,KANYAKUMARI,2.69,2100.0,780.6691449814126
T170724,C2541232,HYDERABAD,1.32,1030.0,780.3030303030303
T843394,C8553129,GURGAON,2.2,1714.81,779.4590909090908
T257786,C7950688,CHENNAI,0.34,265.0,779.4117647058823
T1047842,C4531473,BANGALORE,0.04,31.0,775.0
T202824,C5031463,BANGALORE,0.04,31.0,775.0
T211299,C2331459,BANGALORE,0.04,31.0,775.0
T257873,C3031432,BANGALORE,0.04,31.0,775.0
T292430,C6158211,ROHTAK,2.0,1550.0,775.0
T402818,C8531488,BANGALORE,0.04,31.0,775.0
T543954,C6013069,PRAKASAM DIST (AP),0.36,279.0,775.0
T547391,C2532226,KURNOOL,1.8,1395.0,775.0
T548811,C1831434,BANGALORE,0.04,31.0,775.0
T655068,C4831461,BANGALORE,0.04,31.0,775.0
T841144,C4131456,BANGALORE,0.04,31.0,775.0
T600458,C6042753,GURGAON,0.31,240.0,774.1935483870968
T606664,C2142777,GURGAON,0.31,240.0,774.1935483870968
T603676,C2034719,EAST MUMBAI,0.42,325.0,773.8095238095239
T379201,C8316869,ERNAKULAM,4.91,3782.0,770.264765784114
T379765,C3016816,ERNAKULAM,4.91,3782.0,770.264765784114
T20394,C8331443,MUMBAI,3.25,2500.0,769.2307692307693
T21307,C5831479,MUMBAI,3.25,2500.0,769.2307692307693
T355717,C8134424,ZIRAKPUR,0.78,600.0,769.2307692307692
T491802,C3139448,DELHI,1.3,1000.0,769.2307692307692
T66396,C7442428,MUMBAI,0.65,500.0,769.2307692307692
T67425,C3628674,SURAT,0.13,100.0,769.2307692307692
T675432,C5928688,SURAT,0.13,100.0,769.2307692307692
T766418,C6031462,GURGAON,0.26,200.0,769.2307692307692
T768252,C2826519,GHAZIABAD,0.13,100.0,769.2307692307692
T867077,C6628153,KURALI,0.26,200.0,769.2307692307692
T387638,C4929789,GURGAON,5.44,4183.95,769.1084558823528
T69978,C1434837,THANE,13.02,10000.0,768.0491551459294
T645995,C1842469,MUMBAI,0.65,498.75,767.3076923076923
T580871,C5437126,NASHIK,0.69,529.0,766.6666666666667
T734370,C3338181,DELHI,3.85,2950.0,766.2337662337662
T371651,C3310433,MUMBAI,14.88,11395.0,765.7930107526881
T229104,C5831318,BANGALORE,0.78,597.0,765.3846153846154
T115611,C8337690,MUMBAI,0.23,176.0,765.2173913043478
T659045,C6969051,CHENNAI,0.17,130.0,764.7058823529411
T314499,C6228168,PUNE,6.55,5000.0,763.3587786259542
T1005419,C2318759,GAUTAM BUDDHA NAGAR,13.11,10000.0,762.7765064836003
T149152,C4640371,GOLAGHAT,1.34,1020.0,761.1940298507462
T73874,C3445678,PUNE,3.54,2693.0,760.7344632768361
T688656,C2970191,JODHPUR,0.47,357.0,759.5744680851064
T84004,C2242065,NAGPUR,1.08,820.0,759.2592592592592
T709598,C8216087,NEW DELHI,13.18,10000.0,758.7253414264037
T711261,C2616053,NEW DELHI,13.18,10000.0,758.7253414264037
T625347,C6439916,HAMIRPUR,0.89,675.0,758.4269662921348
T167326,C1541249,HYDERABAD,1.32,1000.0,757.5757575757575
T352473,C4470185,JODHPUR,0.47,356.0,757.4468085106383
T701024,C3385985,BANGALORE,4.27,3233.48,757.2552693208431
T147335,C8736267,DELHI,6.05,4574.0,756.0330578512397
T507971,C7333968,BANGALORE,0.75,567.0,756.0
T513080,C3741979,MUMBAI,145.52,110000.0,755.9098405717426
T822278,C9031987,THANJAVUR DT,3.23,2441.0,755.7275541795666
T700797,C5210784,PUNE,0.45,340.0,755.5555555555555
T856736,C8439170,BALLABGARH,0.53,400.0,754.7169811320755
T520920,C7412156,RUDRAPUR,4.45,3358.0,754.6067415730337
T698723,C2590937,CHENNAI,1.42,1070.0,753.5211267605634
T683818,C3013046,PRAKASAM DIST (AP),0.36,271.2,753.3333333333334
T34485,C7634549,INDORE,2.39,1800.0,753.1380753138075
T300529,C1220566,GURGAON,1.15,865.0,752.1739130434784
T529199,C3536879,DEHAT,1.2,902.0,751.6666666666667
T362005,C1123830,NOIDA,1.65,1240.0,751.5151515151515
T625371,C8737944,MUMBAI,10.65,7999.0,751.0798122065728
T122969,C3410019,DELHI,1.73,1299.0,750.8670520231213
T309977,C2734959,NORTH 24 PARGANAS,1.46,1096.21,750.8287671232877
T514270,C5732580,MUMBAI,4.41,3310.0,750.5668934240363
T246788,C5338530,KOLKATA,2.45,1838.0,750.204081632653
T131066,C6239687,GURGAON,0.68,510.0,750.0
T24404,C2853587,HAMIRPUR,0.02,15.0,750.0
T57230,C3510290,GURGAON,0.02,15.0,750.0
T751671,C8564924,DEHRADUN,0.08,60.0,750.0
T997920,C3810469,GURGAON,0.8,600.0,750.0
T775994,C8524533,DERABASSI,6.28,4705.0,749.2038216560509
T126198,C4214157,VIZIANAGARAM,1.47,1100.0,748.2993197278912
T306762,C7534946,NORTH 24 PARGANAS,1.46,1092.5,748.2876712328767
T846279,C5734971,NORTH 24 PARGANAS,1.46,1092.5,748.2876712328767
T1004735,C1832632,BEHROR,0.47,350.0,744.6808510638298
T609818,C5829217,CHENNAI,0.94,700.0,744.6808510638298
T124199,C8736425,COIMBATORE,0.94,699.0,743.6170212765958
T175563,C8732129,KOTTAYAM,4.7,3494.0,743.4042553191489
T1032690,C3136820,BANGALORE,29.61,22000.0,742.9922323539345
T214704,C4439218,KARUR,0.61,453.0,742.6229508196722
T595047,C4523262,GAUTAM BUDDHA NAGAR,0.29,215.14,741.8620689655172
T476020,C8042984,ROAD PUNE,0.17,126.0,741.1764705882352
T74786,C4688352,KOTTAYAM,6.25,4630.0,740.8
T314888,C3718548,SAMBALPUR,2.7,2000.0,740.7407407407406
T416081,C2127592,PUNE,1.62,1200.0,740.7407407407406
T910169,C8632054,MUMBAI,2.59,1918.0,740.5405405405406
T902340,C6623715,DELHI,1.09,807.0,740.3669724770641
T524512,C5553192,GURGAON,2.2,1626.81,739.4590909090908
T826303,C6537890,DELHI,4.47,3304.0,739.1498881431768
T60423,C1253714,KOLKATA,0.88,650.0,738.6363636363636
T701794,C4746477,BANGALORE,2.71,2000.0,738.0073800738007
T34597,C8082917,PUNE,0.61,450.0,737.7049180327868
T525499,C5523649,BANGALORE,36.6,27000.0,737.7049180327868
T216246,C6039069,SIVASAGAR,5.15,3798.0,737.4757281553398
T681328,C4142812,MUKTSAR,2.33,1716.0,736.4806866952789
T396667,C5929040,NORTH 24 PARGANAS,0.11,81.0,736.3636363636364
T858965,C8120618,YAMUNANAGAR,8.67,6384.04,736.3367935409458
T223554,C1965911,DOMBIVALI,0.68,500.0,735.2941176470588
T224074,C2665964,DOMBIVALI,0.68,500.0,735.2941176470588
T736419,C4941649,LUCKNOW,12.3,9026.0,733.821138211382
T765477,C7553717,KOLKATA,0.88,645.71,733.7613636363636
T248967,C1021777,PUNE,0.45,330.0,733.3333333333334
T256964,C6156464,KRISHNA,0.15,110.0,733.3333333333334
T403227,C7656442,KRISHNA,0.15,110.0,733.3333333333334
T63624,C6919437,ANDROTH,7.96,5832.0,732.6633165829146
T755010,C1710219,DURGAPUR,40.97,30000.0,732.243104710764
T608202,C4742629,NEW DELHI,3.19,2335.0,731.9749216300941
T756696,C3736449,MUMBAI,0.41,300.0,731.7073170731708
T155882,C2841658,LUCKNOW,12.3,9000.0,731.7073170731707
T800344,C2242421,MUMBAI,0.65,475.0,730.7692307692307
T193235,C3660084,MUMBAI,0.34,248.0,729.4117647058823
T23003,C5348642,NOIDA,0.44,320.0,727.2727272727273
T372614,C6817349,DELHI,0.85,618.0,727.0588235294118
T473791,C8534068,NEW DELHI,2.06,1497.0,726.6990291262135
T368594,C1834982,MUMBAI,0.5,363.0,726.0
T902053,C6334062,NEW DELHI,2.06,1495.0,725.7281553398058
T624885,C5521513,DELHI,1.38,1000.0,724.6376811594204
T933417,C4540630,BHOJPUR,0.87,629.0,722.9885057471264
T851299,C5233156,CHENNAI,0.83,600.0,722.8915662650603
T1024902,C2241187,CHENNAI,1.33,959.0,721.0526315789473
T499708,C6097441,GURGAON,4.09,2949.0,721.0268948655257
T405888,C1936435,DELHI,0.97,699.0,720.6185567010309
T513450,C4035557,VADODARA,0.97,699.0,720.6185567010309
T521278,C2735521,VADODARA,0.97,699.0,720.6185567010309
T873413,C7611219,NEW DELHI,10.56,7600.0,719.6969696969696
T874936,C6511242,NEW DELHI,10.56,7600.0,719.6969696969696
T108337,C3311823,VASHI  NAVI MUMBAI,2.88,2065.0,717.0138888888889
T21050,C2016071,NEW DELHI,0.37,265.0,716.2162162162163
T574865,C7111721,MOHALI,1.73,1237.72,715.4450867052024
T623891,C4223022,AHMEDABAD,0.65,465.0,715.3846153846154
T1018270,C5828876,KOLKATA,2.81,2008.0,714.5907473309609
T138525,C5030322,NEW DELHI,0.49,350.0,714.2857142857143
T157879,C7838626,BANGALORE,0.7,500.0,714.2857142857143
T512424,C2942276,DELHI,0.07,50.0,714.2857142857142
T849768,C4033181,BARDHAMAN,0.28,200.0,714.2857142857142
T288731,C5536534,DELHI,7.99,5696.0,712.8911138923654
T923339,C5931530,JAIPUR,1.7,1209.66,711.564705882353
T328240,C6337548,GHAZIABAD,0.66,469.0,710.6060606060606
T652375,C6818539,THANE,0.61,433.0,709.8360655737705
T242604,C4025052,HOWRAH,0.93,660.0,709.6774193548387
T897881,C1038118,BANGALORE,15.29,10850.0,709.614126880314
T766479,C6911834,VASHI  NAVI MUMBAI,2.88,2040.0,708.3333333333334
T136954,C1138160,GANGTOK,1.1,779.0,708.1818181818181
T834059,C8380656,MUMBAI,5.4,3820.0,707.4074074074074
T158803,C4361136,NEW DELHI,1.84,1299.0,705.9782608695651
T102890,C3129933,KAITHAL,0.85,600.0,705.8823529411765
T75703,C4936219,CALICUT,0.18,127.0,705.5555555555555
T685652,C6612512,PANCHKULA,0.71,500.0,704.2253521126761
T388172,C6032627,MOHALI,0.4,281.6,704.0
T488074,C3534661,BANGALORE,0.79,556.0,703.7974683544303
T468183,C5935475,MUMBAI,2.7,1900.0,703.7037037037037
T1016322,C5390916,CHENNAI,1.42,999.0,703.5211267605634
T956881,C3418679,NAHARLAGUN,4.18,2940.0,703.3492822966508
T282079,C7739686,MANDAPETA,0.3,211.0,703.3333333333334
T303997,C5039237,KARUR,0.61,429.0,703.2786885245902
T1029374,C5739253,NEW DELHI,15.61,10966.42,702.5253042921205
T246625,C3221636,GURGAON,3.56,2500.0,702.2471910112359
T412708,C8890964,CHENNAI,1.42,996.01,701.4154929577466
T13599,C3932175,UDAIPUR,2.88,2017.2,700.4166666666667
T134833,C1529230,CHENNAI,0.94,658.0,700.0
T715229,C7830314,GURGAON,71.45,50000.0,699.7900629811056
T931915,C6231315,BANGALORE,0.78,545.6,699.4871794871794
T912090,C8013371,SAIBABA MANDIR MUMBAI,0.82,573.0,698.7804878048781
T957265,C2927755,NEW DELHI,35.82,25000.0,697.9341150195421
T809774,C7140652,DELHI,0.98,683.54,697.4897959183673
T75854,C2498837,BANGALORE,3.58,2495.0,696.927374301676
T75881,C7898861,BANGALORE,3.58,2495.0,696.927374301676
T234776,C1736753,CHENNAI,0.83,578.0,696.3855421686748
T662644,C7824316,MUMBAI,1.05,731.0,696.1904761904761
T999789,C7242455,MUMBAI,0.65,451.75,695.0
T590147,C5733134,GHAZIABAD,0.36,250.0,694.4444444444445
T446092,C5813227,MAHABUB NAGAR,7.21,5000.0,693.4812760055479
T657593,C2328616,SURAT,0.13,90.0,692.3076923076923
T497378,C1015024,BAREILLY,1.08,747.0,691.6666666666666
T8064,C3925258,TIRUPATI,2.88,1990.0,690.9722222222223
T446359,C5222267,ERODE,0.58,400.0,689.6551724137931
T863120,C7716837,JUNAGADH,0.29,200.0,689.6551724137931
T370413,C4723229,GAUTAM BUDDHA NAGAR,0.29,199.99,689.6206896551724
T320017,C5813029,THOOTHUKUDI,0.53,365.0,688.6792452830189
T758094,C2638054,WARDHA,2.93,2017.52,688.5733788395904
T479190,C4023212,GAUTAM BUDDHA NAGAR,0.29,199.0,686.2068965517242
T992366,C3170133,JODHPUR,0.47,322.0,685.1063829787234
T861254,C7349939,PARK MAHAPE NAVI MUMBAI,0.13,89.0,684.6153846153846
T727391,C4132359,JUNAGADH,0.58,397.0,684.4827586206897
T414572,C4671233,DELHI,5.97,4083.0,683.9195979899498
T448289,C4018525,INDORE,0.06,41.0,683.3333333333334
T535165,C5813230,KOLKATA,7.32,5000.0,683.0601092896175
T357126,C4420746,JHANSI,7.9,5392.0,682.5316455696202
T185182,C1921771,GURGAON,2.15,1465.0,681.3953488372093
T458441,C2937464,NAVI MUMBAI,4.92,3350.0,680.8943089430894
T78826,C5842732,TEHSIL-PUNE PUNE,0.36,245.0,680.5555555555555
T128664,C2836480,PATHANAMTHITTA,2.94,2000.0,680.2721088435375
T134618,C5636463,PATHANAMTHITTA,2.94,2000.0,680.2721088435375
T1000528,C4816881,DELHI,294.13,200001.24,679.975657022405
T909656,C2916862,JUNAGADH,0.29,197.0,679.3103448275863
T990502,C3410457,GURGAON,0.52,353.0,678.8461538461538
T602875,C4121211,NOIDA,0.32,217.0,678.125
T264157,C7119330,INDORE,0.48,325.0,677.0833333333334
T540758,C5863655,BANKA,2.44,1650.0,676.2295081967213
T625829,C7514920,MUMBRA,2.07,1398.0,675.3623188405797
T278776,C8013080,DEHRADUN,5.93,4000.0,674.5362563237775
T390136,C4440173,CHANDIGARH,0.15,101.15,674.3333333333334
T394864,C8640171,CHANDIGARH,0.15,101.15,674.3333333333334
T872241,C4940181,CHANDIGARH,0.15,101.15,674.3333333333334
T625426,C6136368,SANT RAVIDAS NAGAR,0.19,128.0,673.6842105263158
T855920,C3533546,CHENNAI,6.13,4129.0,673.5725938009788
T695964,C3939414,ERNAKULAM,89.1,60000.0,673.4006734006734
T131155,C7414119,ROURKELA,9.14,6150.0,672.8665207877461
T793269,C8134544,NEW DELHI,0.29,195.0,672.4137931034484
T867388,C8022589,BANGALORE,13.4,8999.0,671.5671641791045
T839287,C1353656,GURGAON,1.49,1000.0,671.1409395973154
T503056,C3710850,GHAZIABAD,33.86,22700.0,670.4075605434141
T22861,C1411041,PATNA,1.79,1200.0,670.391061452514
T147531,C2041253,HYDERABAD,1.32,884.02,669.7121212121211
T1038474,C6423124,BANGALORE,0.78,522.0,669.2307692307692
T141982,C4739025,SIVASAGAR,5.15,3445.0,668.9320388349514
T908968,C4941260,MANDIR KOLKATA,0.57,381.0,668.421052631579
T330483,C3038883,JODHPUR,32.69,21845.22,668.2539002753136
T496633,C4522918,INDORE,89.9,60000.0,667.4082313681869
T567742,C3412177,RUDRAPUR,4.45,2967.0,666.7415730337078
T240341,C1030623,MUMBAI,0.15,100.0,666.6666666666667
T529214,C7715567,NOIDA,0.15,100.0,666.6666666666667
T172536,C6417763,PATNA,0.75,500.0,666.6666666666666
T384754,C4927928,VARANASI,0.75,500.0,666.6666666666666
T432685,C8020558,CHENGANNUR,0.75,500.0,666.6666666666666
T44550,C4620532,CHENGANNUR,0.75,500.0,666.6666666666666
T837817,C3210953,SCHOOL KOLKATA,0.63,420.0,666.6666666666666
T410456,C7613757,DELHI,1.65,1098.0,665.4545454545455
T549295,C6131366,BANGALORE,0.78,519.0,665.3846153846154
T106047,C5296570,CHIRANG,2.72,1808.0,664.7058823529411
T127124,C7816847,CHENNAI,3.74,2481.0,663.3689839572193
T73504,C1819972,CHENNAI,3.03,2007.0,662.3762376237624
T626725,C7912835,GANDHINAGAR,14.52,9600.0,661.1570247933885
T461776,C4531929,DELHI,1.28,846.0,660.9375
T873489,C2025765,WAYANAD,0.99,654.0,660.6060606060606
T694764,C2440170,CHANDIGARH,0.15,99.0,660.0
T106143,C3188066,MYSORE,5.25,3463.0,659.6190476190476
T202069,C5918887,SONIPAT,5.49,3621.0,659.5628415300546
T317538,C5342426,LUCKNOW,9.1,6000.0,659.3406593406594
T427489,C4736558,AJMER,2.42,1594.0,658.6776859504132
T605159,C1923232,GAUTAM BUDDHA NAGAR,0.29,191.0,658.6206896551724
T725937,C4933117,INDORE,2.28,1500.0,657.8947368421053
T32989,C6235532,NOIDA,0.85,558.0,656.4705882352941
T446619,C8511092,NEW DELHI,1.01,663.0,656.4356435643564
T248093,C4156931,EAST GODAVARI,1.28,840.0,656.25
T550150,C4014422,NELLORE,0.45,295.0,655.5555555555555
T149979,C4368877,GHAZIABAD,0.38,249.0,655.2631578947369
T208230,C3438859,HYDERABAD,3.85,2521.9,655.038961038961
T805219,C5531638,BENGALOORU,24.43,15995.0,654.7277936962751
T85930,C4241018,MUMBAI,2.13,1394.31,654.6056338028169
T72119,C5226453,CHENNAI,1.23,805.0,654.4715447154472
T910284,C3518820,SONIPAT,5.49,3587.0,653.3697632058288
T763256,C4310840,VELLORE,1.71,1116.0,652.6315789473684
T221442,C7331919,THANJAVUR DT,3.23,2106.97,652.312693498452
T271032,C7729353,RAJASTHAN COLLEGE JAIPUR,2.3,1500.0,652.1739130434784
T294165,C3641547,THANE,0.46,300.0,652.1739130434783
T871814,C4625917,BANGALORE,0.46,300.0,652.1739130434783
T372578,C5141890,SOUTH 24 PARGANS,0.85,554.0,651.7647058823529
T887203,C3278029,RAJAMUNDRY,6.14,4000.0,651.4657980456027
T429397,C4541938,MUMBAI,0.69,449.5,651.4492753623189
T141290,C8675341,GURGAON,33.03,21499.0,650.8931274598849
T564243,C8041676,LUCKNOW,12.3,8000.0,650.4065040650406
T830870,C8637875,PUNE,2.0,1300.0,650.0
T773120,C3731548,NOIDA,4.0,2597.0,649.25
T463614,C1857879,FARIDABAD,2.21,1433.0,648.4162895927602
T621881,C1493372,GURGAON,3.13,2024.51,646.8083067092651
T581458,C3423090,GURGAON,0.78,504.0,646.1538461538461
T252454,C5441213,MANDIR KOLKATA,0.57,368.0,645.6140350877193
T957005,C3341227,MANDIR KOLKATA,0.57,368.0,645.6140350877193
T297511,C4498850,BANGALORE,3.58,2309.0,644.9720670391062
T259089,C2022729,MUMBAI,135.44,87200.0,643.8275251033668
T182836,C1824174,MUMBAI,2.08,1338.0,643.2692307692307
T92500,C5025623,GURGAON,0.7,450.0,642.8571428571429
T957411,C6440586,GREATER NOIDA,1.61,1034.56,642.5838509316769
T626836,C3423057,AHMEDABAD,0.65,417.0,641.5384615384615
T10593,C5718035,BANGALORE,3.12,2000.0,641.025641025641
T68676,C4030421,MUMBAI,5.46,3500.0,641.025641025641
T1000780,C3232686,BEHROR,0.47,301.0,640.4255319148937
T595160,C8827162,SURAT,0.45,288.0,640.0
T9104,C2934978,MUMBAI,0.5,320.0,640.0
T712299,C4935114,CHANDIGARH,2.46,1574.0,639.8373983739838
T950575,C8818724,SOUTH 24 PARGANAS,5.15,3295.0,639.8058252427184
T574954,C2282792,MAIN RD P N PALAYAM COIMBATORE,2.05,1310.0,639.0243902439025
T422703,C8321026,KANGRA,1.58,1009.0,638.6075949367088
T112784,C7427688,DELHI,9.4,6000.0,638.2978723404256
T247289,C8170160,JODHPUR,0.47,300.0,638.2978723404256
T502912,C7957775,FARIDABAD,0.94,600.0,638.2978723404256
T690714,C6170122,JODHPUR,0.47,300.0,638.2978723404256
T617148,C8123276,GAUTAM BUDDHA NAGAR,0.29,185.06,638.1379310344828
T688611,C6419468,KOLKATA,2.44,1556.26,637.811475409836
T49608,C1454153,GOHANA,0.48,306.0,637.5
T401875,C4012366,VISAKHAPATNAM,0.54,344.0,637.037037037037
T199058,C6616785,SONIPAT,1.57,1000.0,636.9426751592356
T29246,C7716759,SONIPAT,1.57,1000.0,636.9426751592356
T365905,C7822221,THANE,3.29,2093.05,636.1854103343466
T982970,C1270121,JODHPUR,0.47,299.0,636.1702127659574
T497557,C6242962,ROAD PUNE,0.17,108.0,635.2941176470588
T204608,C6515557,DARBHANGA,1.26,800.0,634.9206349206349
T139808,C8856458,COIMBATORE,3.42,2170.0,634.5029239766081
T196004,C2332157,KOTTAYAM,4.7,2980.0,634.0425531914893
T257455,C4633074,BANGALORE,1.58,999.0,632.2784810126582
T868729,C1824158,MUMBAI,2.08,1315.0,632.2115384615385
T186701,C1436441,COIMBATORE,0.94,594.0,631.9148936170213
T1021423,C8514743,HYDERABAD,0.19,120.0,631.578947368421
T410110,C6320027,NEW DELHI,0.92,580.75,631.25
T1036857,C6239924,RAMSIN,1.54,972.0,631.1688311688312
T1009993,C2525618,AHMEDABAD,110.96,70000.0,630.8579668348955
T270016,C4641553,THANE,0.46,290.0,630.4347826086956
T379168,C4732432,BIJNI,5.23,3295.35,630.0860420650095
T31635,C4988768,JAMNAGAR,0.37,233.0,629.7297297297297
T95295,C4412584,MUMBAI,4.32,2715.0,628.4722222222222
T929933,C5332077,CHENNAI,7.94,4990.0,628.4634760705289
T813550,C2820814,SOUTH KONANAKE BANGALORE,0.32,201.0,628.125
T565314,C5134581,INDORE,2.39,1500.0,627.6150627615062
T331414,C8522433,BANGALORE,0.19,119.0,626.3157894736842
T332386,C6922485,BANGALORE,0.19,119.0,626.3157894736842
T340663,C3522450,BANGALORE,0.19,119.0,626.3157894736842
T36543,C3316745,FARIDABAD,0.97,606.9,625.6701030927835
T36757,C6016772,FARIDABAD,0.97,606.9,625.6701030927835
T70851,C3339223,VISAKHAPATNAM,5.37,3359.0,625.512104283054
T1009189,C4727491,MUMBAI,1.6,1000.0,625.0
T121849,C4941730,BAREILLY,0.2,125.0,625.0
T497389,C7054135,GOHANA,0.48,300.0,625.0
T570336,C8664965,DEHRADUN,0.08,50.0,625.0
T680311,C6929259,DELHI,0.08,50.0,625.0
T68552,C8915877,GHAZIPUR,0.08,50.0,625.0
T69450,C6015865,GHAZIPUR,0.08,50.0,625.0
T70016,C6615851,GHAZIPUR,0.08,50.0,625.0
T8687,C4529733,NORTH 24 PARGANAS,0.32,200.0,625.0
T957394,C5720827,SOUTH KONANAKE BANGALORE,0.32,200.0,625.0
T488580,C2030060,GHAZIABAD,2.24,1400.0,624.9999999999999
T239568,C8053726,KOLKATA,0.88,549.92,624.9090909090909
T970323,C8028451,AMRITSAR,4.73,2950.0,623.6786469344609
T158886,C5434958,BANGALORE,0.93,580.0,623.6559139784946
T326231,C1023045,THANE,32.12,20000.0,622.6650062266501
T284052,C6286288,THANE EAST,0.45,280.0,622.2222222222222
T144451,C4311852,NAVI MUMBAI,30.58,18989.0,620.9614126880314
T865716,C7370480,BETUL,3.23,2000.0,619.1950464396285
T197221,C4320447,BANGALORE,0.48,297.0,618.75
T436090,C1264967,BANGALORE,6.73,4161.5,618.3506686478454
T497584,C8127537,PUNE,1.62,1000.0,617.283950617284
T72201,C2723249,GAUTAM BUDDHA NAGAR,0.29,179.0,617.2413793103449
T675996,C8613671,GUNTUR,0.83,512.0,616.8674698795181
T117391,C2832721,VADODARA VADODARA,2.54,1564.0,615.7480314960629
T532002,C7024754,CHENNAI,0.65,400.0,615.3846153846154
T353561,C5098969,PATNA,162.51,100000.0,615.3467478924374
T98020,C6954148,GOHANA,0.48,295.0,614.5833333333334
T310987,C4128076,ALLAHABAD,0.57,350.0,614.0350877192983
T311850,C4028018,ALLAHABAD,0.57,350.0,614.0350877192983
T889850,C4021092,KANGRA,1.58,970.0,613.9240506329114
T327926,C2836842,DEHAT,1.2,736.0,613.3333333333334
T388138,C2442042,NEW DELHI,0.99,606.9,613.030303030303
T332918,C1123266,GAUTAM BUDDHA NAGAR,0.29,177.77,613.0000000000001
T578069,C1385430,DELHI,0.49,300.0,612.2448979591837
T138954,C1112165,RUDRAPUR,4.45,2724.0,612.1348314606741
T632573,C4228166,KURALI,0.26,159.0,611.5384615384615
T1004341,C2047972,MOHALI,1.94,1186.32,611.5051546391752
T138137,C5827218,ALIGARH,7.2,4400.0,611.1111111111111
T802308,C8642755,TEHSIL-PUNE PUNE,0.36,220.0,611.1111111111111
T109752,C5423066,NOIDA,16.38,9999.0,610.4395604395605
T750408,C3810282,DURGAPUR,40.97,25000.0,610.20258725897
T761635,C7223537,TEZPUR,2.48,1512.94,610.0564516129033
T261334,C5835824,SHAIKPET HYDERABAD,6.82,4160.0,609.9706744868035
T41454,C1411164,ALMORA,6.56,4000.0,609.7560975609756
T701513,C5113336,SAIBABA MANDIR MUMBAI,0.82,500.0,609.7560975609756
T375303,C2167849,CHENNAI,0.88,536.0,609.0909090909091
T676966,C3642890,EAST MUMBAI,5.66,3447.0,609.0106007067137
T165038,C3625050,HOWRAH,0.93,566.0,608.6021505376344
T234384,C2634543,NEW DELHI,0.29,176.0,606.896551724138
T530828,C8518016,BANGALORE,0.66,400.0,606.060606060606
T347205,C8921137,MUMBAI,5.25,3180.0,605.7142857142857
T546815,C1540461,AHMEDABAD,25.72,15576.4,605.6143079315708
T553050,C3640478,AHMEDABAD,25.72,15576.4,605.6143079315708
T554541,C6540428,AHMEDABAD,25.72,15576.4,605.6143079315708
T829816,C3438758,HYDERABAD,2.01,1217.0,605.4726368159205
T1024674,C4423739,PATHANKOT,11.98,7245.06,604.762938230384
T600088,C3829987,THANE WEST,1.0,604.0,604.0
T997754,C1412412,NORTH 24 PARGANAS,1.16,700.0,603.448275862069
T281162,C3298151,ROPAR,8.29,5000.0,603.1363088057901
T839204,C1598118,ROPAR,8.29,5000.0,603.1363088057901
T839327,C4598158,ROPAR,8.29,5000.0,603.1363088057901
T840552,C3298126,ROPAR,8.29,5000.0,603.1363088057901
T223035,C8733117,INDORE,2.28,1375.0,603.0701754385965
T336382,C7623717,MUMBAI,4.45,2682.0,602.6966292134831
T356013,C8021784,PUNE,0.45,271.2,602.6666666666666
T223316,C8920356,MUMBAI,1.05,632.0,601.9047619047619
T492767,C2342965,BANGALORE,8.35,5015.62,600.6730538922155
T236276,C3379671,GANJAM,1.68,1008.63,600.375
T142845,C8237373,MUMBAI,1.2,720.0,600.0
T192892,C1122677,JALANDHAR,2.75,1650.0,600.0
T315252,C6513482,BANGALORE,0.72,432.0,600.0
T331678,C7622440,BANGALORE,0.19,114.0,600.0
T57777,C7732941,GURGAON,0.45,270.0,600.0
